date,ticker,secteur,bourse,pays,rating,anciennete,employes,prix_ouverture,prix_haut,prix_bas,prix_cloture,volume,market_cap_m,rendement_jour,rendement_log,volatilite_20j,beta,per,pbr,roe,roa,debt_equity,dividend_yield,rsi,macd,moy_mobile_50,moy_mobile_200,bollinger_width,sentiment,taux_central,inflation,vix,defaut_recent
2017-03-05,QNXH,Consommation,EURONEXT,Allemagne,BB,11.1,533,30.28,30.67,29.29,29.35,11349814,569.23,-0.028836,-0.02926,0.00996,0.752,30.95,0.56,0.0826,0.0374,2.174,0.0084,38.3,-4.788,30.46,36.09,0.0313,-0.181,0.0476,0.0058,21.41,0
2019-05-31,ITAU,Energie,EURONEXT,Chine,BBB,7.2,1628,54.13,54.39,51.54,51.63,6380094,2667.61,-0.049955,-0.051246,0.02855,1.02,30.57,2.02,0.1747,0.0201,1.463,0.0203,84.4,-1.641,50.47,49.54,0.0331,0.119,-0.0102,0.0395,29.76,0
2020-10-08,JAHL,Energie,NYSE,USA,BBB,14.0,7883,76.64,77.04,74.98,75.36,657697,7869.94,-0.010451,-0.010506,0.01338,1.19,5.96,3.15,0.1774,0.0127,1.488,0.0499,70.8,-2.276,79.9,84.6,0.039,0.348,0.0073,0.0054,15.18,0
2023-06-29,KXRL,Industrie,TSX,USA,AAA,14.5,213,65.79,66.24,64.36,65.02,2303888,499.31,-0.015572,-0.015694,0.02659,0.859,18.4,0.8,0.1327,0.0792,0.229,0.0542,70.7,0.376,67.05,60.43,0.0394,0.628,0.0424,0.0049,13.11,1
2020-07-25,ZSOM,Consommation,NYSE,Canada,BBB,28.5,2944,28.75,29.3,28.71,29.05,152860,5050.53,0.005362,0.005348,0.01659,0.835,24.46,1.31,0.1589,0.0126,2.87,0.0316,63.7,3.171,28.91,26.61,0.0376,0.146,0.0033,0.0076,21.04,0
2016-08-02,XEWQ,Energie,NYSE,France,A,24.5,1154,76.01,76.12,75.2,75.83,727292,733.15,-0.012424,-0.012501,0.01945,0.979,20.77,,0.3645,0.0641,0.273,0.0127,30.5,0.377,76.98,82.33,0.0297,0.01,0.0492,0.0243,13.45,0
2016-02-05,ICLZ,Energie,NASDAQ,USA,AAA,11.4,1374,93.62,93.96,93.58,93.65,3921713,1074.14,-0.001192,-0.001192,0.03235,0.98,19.39,1.89,0.2142,-0.0183,1.848,0.014,88.0,1.731,93.48,94.28,0.0351,-0.314,0.0449,0.0407,26.47,0
2023-07-29,PJOD,Industrie,NASDAQ,Canada,CCC,23.6,491,26.38,26.54,25.8,26.03,1599803,533.61,-0.010542,-0.010598,0.0307,1.249,13.26,1.79,-0.0148,0.0953,0.594,0.0131,56.5,0.51,25.56,23.8,0.0416,-0.107,0.0435,0.0019,14.47,0
2016-03-10,CQBR,Industrie,LSE,UK,B,21.3,162,19.98,20.49,19.98,20.46,286339,170.62,0.023062,0.0228,0.03726,0.778,32.02,2.16,-0.0076,-0.0113,1.11,0.0073,60.0,-1.369,20.25,21.75,0.0148,-0.376,0.0508,0.0409,13.64,0
2016-10-31,CYPM,Consommation,NASDAQ,UK,BB,18.1,366,26.64,26.73,26.18,26.32,1522425,276.7,-0.008193,-0.008226,0.01413,0.767,15.64,3.92,-0.0163,0.141,1.114,0.0153,70.0,-0.468,25.34,28.67,0.0188,-0.145,0.0463,0.0145,12.4,0
2018-09-11,DCAE,Consommation,NYSE,USA,B,13.5,2619,59.7,60.53,58.72,58.87,472444,1215.84,-0.010249,-0.010302,0.02152,0.455,22.3,3.46,0.1852,0.1541,0.788,0.0379,52.1,-3.225,62.55,63.36,0.0404,0.137,0.0044,0.0407,21.72,0
2020-05-19,GGFG,Industrie,NASDAQ,USA,BBB,10.9,454,41.57,42.37,41.23,42.34,1378492,370.33,0.021995,0.021757,0.02556,1.086,33.98,1.75,0.2328,0.0404,1.535,0.0218,35.7,1.231,42.67,45.28,0.0428,0.2,-0.0016,0.0086,29.81,0
2020-04-27,ZCQC,Industrie,LSE,USA,AA,5.7,105,65.63,66.77,64.94,66.35,3430324,172.19,0.006556,0.006535,0.02374,1.134,8.38,4.06,0.0946,-0.0,1.606,0.0165,33.6,-4.281,67.97,66.61,0.0523,-0.423,-0.0024,0.0066,4.61,0
2020-01-17,VEWC,Tech,NYSE,USA,AAA,14.2,3735,54.14,55.15,54.09,54.58,31827350,1618.4,-0.001342,-0.001343,0.04358,1.363,4.08,0.45,-0.0194,0.0119,1.42,0.0393,46.3,-0.842,58.06,50.0,0.032,-0.021,-0.0096,0.0152,22.58,0
2021-09-28,SWSS,Industrie,NYSE,USA,BB,4.2,474,110.76,112.34,110.04,111.3,2906765,495.09,0.005177,0.005164,0.02462,1.008,14.96,2.2,0.047,0.0352,1.798,0.0164,65.5,2.647,120.15,109.48,0.0382,-0.757,0.0335,0.0398,27.84,0
2019-09-23,AQHP,Consommation,LSE,USA,A,17.0,1373,28.94,28.96,28.58,28.67,91693,2206.7,-0.009754,-0.009802,0.01719,0.863,31.55,2.71,0.1726,0.1025,0.423,0.0277,87.4,-1.313,30.8,27.5,0.0382,0.662,-0.0106,0.0255,29.41,0
2020-06-22,ZHCG,Sante,LSE,Allemagne,B,15.2,1708,32.44,32.71,32.21,32.3,376227,2484.59,-0.004353,-0.004363,0.02175,0.72,23.28,2.02,,0.0482,1.193,0.0314,71.2,3.72,33.87,36.87,0.0237,0.991,0.0009,0.0099,30.98,0
2016-03-31,ZJIH,Energie,LSE,USA,AA,23.7,8417,81.34,82.69,80.13,81.9,5018608,10816.47,0.014272,0.014171,0.00349,0.982,17.13,3.03,0.1052,0.0943,0.568,0.0346,57.8,0.48,84.02,87.56,0.0274,0.084,0.05,0.0413,13.43,0
2023-12-04,ICWS,Finance,NYSE,UK,A,8.4,166,6.36,6.39,6.3,6.35,4583496,298.69,0.000776,0.000775,0.02688,1.0,17.4,2.58,0.2172,0.071,0.652,0.0145,20.3,1.437,6.13,6.9,0.0294,-0.074,0.032,0.0154,11.74,0
2018-02-24,KFWK,Consommation,LSE,USA,AA,24.9,2098,58.3,58.99,58.26,58.56,2482270,1498.96,0.00182,0.001819,0.01885,0.46,23.47,5.1,0.2006,0.0113,0.542,0.0138,45.7,1.611,60.7,65.38,0.0575,-0.011,0.0177,0.0262,17.06,0
2023-06-17,ELTX,Sante,NYSE,USA,B,20.7,2140,54.61,55.34,54.08,54.43,13664863,1763.76,-0.003669,-0.003675,0.01181,1.103,9.4,4.19,0.0075,0.084,1.046,0.031,52.8,-1.969,54.55,44.31,0.0377,0.34,0.0453,0.0132,13.4,0
2016-04-09,ANUX,Tech,EURONEXT,UK,B,46.5,3427,103.26,105.82,103.19,104.63,1863024,3124.53,0.015318,0.015201,0.03398,1.377,23.19,2.44,0.1003,0.1221,2.96,0.0268,72.6,-2.223,106.57,100.59,0.0261,0.462,0.0486,0.0341,10.01,0
2018-06-07,FLNT,Sante,NYSE,USA,A,17.8,3259,104.67,104.94,103.64,103.89,2280568,5916.88,-0.004106,-0.004114,0.00333,0.829,33.69,1.78,0.0169,0.1262,1.463,0.0264,22.4,-1.002,90.41,97.97,0.039,-0.093,0.0122,0.0364,15.84,0
2022-05-28,UKQL,Tech,NASDAQ,USA,A,24.5,1149,23.06,23.65,23.05,23.53,1809260,1364.16,0.018421,0.018253,0.02687,1.061,29.24,2.12,0.0599,-0.0217,2.016,0.0324,61.3,-3.023,25.2,25.35,0.0369,-0.806,0.0467,0.0404,26.87,0
2020-02-26,QTHE,Energie,TSX,Canada,A,1.8,6885,68.26,69.37,67.56,67.92,568710,4473.4,0.003308,0.003302,0.02297,1.19,29.68,3.82,0.0635,0.0616,2.169,0.0183,52.7,-2.84,70.64,63.72,0.0281,-0.192,-0.006,0.0099,25.01,0
2018-04-05,HEHE,Sante,NYSE,Allemagne,BB,37.2,743,30.11,31.01,30.04,30.61,1319462,573.67,0.016733,0.016595,0.02413,0.775,3.52,2.2,0.1806,0.0303,1.409,0.0427,83.6,-0.199,30.53,38.14,0.0136,0.322,0.0175,0.0228,19.63,0
2021-12-10,RHEB,Sante,NYSE,Allemagne,B,22.1,10842,170.72,175.17,169.4,174.48,1834278,8151.45,0.018822,0.018647,0.02053,0.561,25.81,1.74,0.0414,0.1263,2.348,0.0285,45.0,2.318,160.45,158.54,0.0442,0.821,0.0361,0.045,16.08,0
2021-12-19,XBQX,Tech,EURONEXT,France,BB,14.7,346,24.07,25.48,23.53,25.11,421947,353.8,0.034123,0.033554,0.02372,1.272,21.24,3.06,0.062,0.0381,1.259,0.0414,76.6,1.92,27.17,23.0,0.0085,-0.783,0.0391,0.0449,25.7,0
2017-09-24,QRSQ,Tech,LSE,USA,A,2.0,2377,78.07,78.52,76.24,76.37,2785461,1732.92,-0.032107,-0.032633,0.03616,1.274,35.06,0.3,0.1163,-0.0329,1.894,0.0374,20.2,3.134,70.35,75.26,0.0691,0.07,0.0316,0.009,2.46,0
2018-02-22,TYQT,Finance,NASDAQ,USA,B,26.4,219,36.04,36.99,35.39,36.93,6182539,530.59,0.021557,0.021327,0.02075,1.069,12.44,3.49,0.2126,0.0455,1.382,0.0346,72.0,-0.477,38.56,37.58,0.0119,-0.095,0.0209,0.0312,25.2,0
2016-10-04,VJCE,Sante,LSE,USA,BBB,23.0,3460,74.85,74.85,72.21,72.48,742370,1612.93,-0.029264,-0.029701,0.01189,0.552,55.28,4.85,0.2253,0.0026,0.683,0.0191,74.7,1.506,73.38,71.97,0.0718,0.751,0.0506,0.0186,22.33,0
2016-11-30,TQJN,Industrie,TSX,Japon,A,0.5,10253,161.14,164.83,160.01,163.3,529789,7580.01,0.010054,0.010004,0.01743,0.886,6.09,5.49,0.2456,0.038,1.218,0.0068,61.5,-1.006,159.94,180.84,0.0121,-0.092,0.0476,0.0122,28.18,0
2019-02-15,CRLA,Consommation,EURONEXT,USA,BBB,16.9,9653,162.57,165.61,160.96,165.52,1973884,17280.95,0.015165,0.015051,0.01217,0.719,21.46,1.59,0.0321,0.0912,0.343,0.066,56.5,-2.525,150.97,170.75,0.0561,0.264,-0.0084,0.0435,28.71,0
2022-11-02,HXJH,Consommation,NASDAQ,USA,BB,6.0,2741,76.18,76.46,74.16,74.51,2969209,3094.56,-0.025331,-0.025658,0.01283,0.805,12.94,3.88,0.1025,0.1362,0.601,0.0134,8.3,0.693,75.3,82.65,0.0062,-0.143,0.051,0.0218,18.18,0
2020-04-20,UDKK,Finance,EURONEXT,Japon,BB,30.3,438,26.48,26.7,26.31,26.65,663862,492.06,0.011163,0.011101,0.02898,1.153,22.69,0.44,0.1207,0.0622,2.33,0.0234,40.5,-0.254,26.68,26.72,0.047,-0.221,-0.0002,0.0067,20.64,0
2020-05-21,ZDUE,Tech,NASDAQ,Allemagne,BBB,0.9,4007,86.27,86.93,83.17,83.29,6021480,6603.76,-0.024997,-0.025315,0.02987,1.348,12.76,2.91,0.0087,0.0116,0.774,0.0171,74.3,0.456,86.63,86.81,0.042,0.918,-0.0069,0.0072,14.53,0
2020-09-24,RJQY,Industrie,NYSE,Japon,A,10.8,570,15.9,16.03,15.79,15.83,311571,599.0,0.000198,0.000197,0.01089,1.197,28.83,4.96,-0.0,0.1154,0.801,0.047,56.0,-1.094,15.03,16.81,0.0437,-0.087,0.0028,0.0132,19.06,0
2015-12-29,ZIYB,Energie,NYSE,Allemagne,BBB,3.5,4567,59.11,61.19,58.59,61.03,189904,3013.31,0.026106,0.025771,0.03658,0.973,16.17,2.31,-0.0487,0.0708,2.116,0.0642,68.8,-4.652,62.49,58.05,0.0665,-0.122,0.0471,0.0412,30.43,0
2021-02-14,NDWC,Tech,NASDAQ,Japon,BBB,24.3,3169,97.21,98.28,96.24,97.7,1622231,3771.69,-0.001423,-0.001424,0.02966,1.477,3.0,4.28,0.1305,0.0799,1.094,0.0276,41.4,1.388,96.28,79.84,0.0394,0.474,0.0175,0.0205,25.87,0
2016-09-15,SYFY,Energie,NYSE,USA,AA,7.1,833,43.81,44.33,42.74,43.17,3105879,1014.54,-0.011782,-0.011852,0.02357,1.146,11.97,0.3,-0.082,0.1149,0.76,0.0251,66.7,-0.017,40.45,43.1,0.0281,0.064,0.0504,0.0198,33.42,0
2023-06-03,CXSW,Sante,NYSE,USA,AAA,21.9,2584,54.22,54.4,53.65,53.99,1708422,3148.33,-0.004931,-0.004943,0.00999,0.888,17.39,1.07,0.065,0.0159,1.122,0.0485,57.9,-2.05,51.96,51.32,0.0358,0.003,0.0423,0.0093,16.66,0
2015-10-08,WTTW,Finance,NASDAQ,USA,BB,24.1,190,17.06,17.08,16.68,16.78,209181,119.38,-0.01369,-0.013784,0.02327,1.214,8.9,1.44,-0.0024,0.062,1.904,0.0671,38.3,0.129,17.38,16.62,0.0707,0.637,0.0401,0.0394,27.37,0
2021-01-11,QHBR,Tech,LSE,USA,A,32.9,56920,489.75,505.77,489.25,505.27,924887,75030.91,0.029049,0.028635,0.04801,1.428,41.86,1.26,0.1349,0.051,1.291,0.0151,39.9,-1.219,458.1,531.21,0.0719,-0.131,0.0151,0.0198,14.45,0
2019-05-29,VMTE,Sante,NYSE,USA,AA,11.1,712,12.14,12.21,11.79,11.92,478491,849.93,-0.016845,-0.016988,0.0206,0.684,39.62,2.64,0.1983,0.0449,0.854,0.0449,27.8,0.738,12.21,12.92,0.056,-0.257,-0.0072,0.0383,9.63,0
2023-05-03,CSSQ,Tech,TSX,USA,BBB,33.7,1141,34.95,35.23,34.89,34.92,191127,1129.82,-0.010343,-0.010397,0.0212,1.357,22.9,2.57,0.1922,0.072,0.028,0.0403,57.6,2.53,32.02,32.22,0.0731,-0.042,0.0443,0.0063,23.55,0
2022-11-23,ZECX,Energie,NYSE,Canada,BBB,31.8,374,67.46,68.3,64.49,64.56,283469,297.37,-0.050852,-0.05219,0.03931,0.992,23.82,5.25,0.0404,0.0697,0.045,0.0345,36.7,-0.979,60.7,54.94,0.0413,0.952,0.0523,0.0191,23.75,0
2022-06-30,GCJT,Consommation,NASDAQ,USA,BBB,22.2,319,14.65,14.66,14.22,14.27,5959590,280.16,-0.026021,-0.026366,0.02199,0.525,27.64,0.3,0.1392,0.0659,2.274,0.0513,30.9,3.205,14.14,14.61,0.0321,-0.177,0.0525,0.0369,18.56,1
2015-12-05,OPXJ,Industrie,LSE,UK,BB,12.8,9895,169.7,170.04,166.76,168.03,33580,6423.01,-0.012493,-0.012572,0.02332,0.518,18.59,2.66,0.1748,0.0745,0.766,0.0375,3.7,-0.532,153.05,156.97,0.0293,-0.137,0.0445,0.043,3.03,0
2017-05-02,BFLU,Finance,NYSE,USA,BB,0.8,3507,237.63,246.04,234.43,244.25,2834217,1579.15,0.015824,0.0157,0.03031,1.017,12.98,4.81,-0.0462,0.08,0.68,0.0366,62.1,-0.378,246.71,246.69,0.0392,0.627,0.0384,0.0054,35.48,0
2016-03-17,GYRE,Tech,NASDAQ,Canada,AA,17.9,438,39.52,39.82,38.78,39.02,385155,531.71,-0.009702,-0.009749,0.04672,1.435,8.19,0.88,0.139,0.0956,2.821,0.0526,23.3,0.482,40.27,32.05,0.0008,0.322,0.0489,0.0397,12.75,0
2019-12-01,LLBU,Energie,LSE,USA,AAA,0.7,843,14.09,14.37,13.82,14.26,127384,1292.98,0.005859,0.005842,0.02019,0.913,16.14,2.34,0.0341,0.1398,1.426,0.0262,49.3,-2.649,15.08,13.05,0.0464,-0.345,-0.0093,0.0153,23.71,0
2021-01-03,MMPC,Finance,NASDAQ,Chine,BB,25.4,3074,58.24,58.55,58.16,58.54,701346,3940.17,0.002954,0.00295,0.01896,1.034,25.71,3.26,0.1755,0.1126,0.101,0.0166,42.3,3.153,60.59,59.82,0.0562,0.301,0.0135,0.0188,22.21,0
2022-06-09,CXXD,Industrie,NYSE,USA,AA,12.3,744,49.79,49.82,48.42,49.16,122682,578.29,-0.021448,-0.021681,0.01428,0.964,28.09,5.06,0.0842,0.0531,0.961,0.0039,50.7,-0.11,49.62,46.85,0.0464,0.481,0.0478,0.0377,23.59,0
2022-01-21,PVJG,Consommation,NASDAQ,Japon,BB,13.8,16632,106.56,108.61,106.33,108.57,968468,20258.4,0.015572,0.015452,0.01178,0.583,7.87,3.15,0.1825,0.1022,1.387,0.013,37.1,2.608,103.3,96.13,0.0179,-0.133,0.045,0.0454,12.45,0
2018-01-11,KDVK,Energie,NYSE,France,A,14.2,615,86.18,88.68,85.77,87.79,1508774,805.88,0.016814,0.016674,0.03674,0.892,31.02,0.9,0.1523,0.0374,1.181,0.0245,55.3,-0.241,100.98,85.15,0.0059,0.411,0.0223,0.0176,10.02,0
2020-05-30,XURX,Consommation,NASDAQ,USA,BB,16.7,1298,53.65,54.5,53.16,54.41,304537,1764.47,0.015871,0.015747,0.01249,0.496,24.76,7.5,0.2304,0.0543,1.231,0.0521,45.9,4.379,54.64,55.86,0.0329,-0.205,-0.0033,0.0062,23.8,0
2020-06-28,QDAB,Finance,NYSE,Allemagne,A,26.4,5439,29.72,29.9,27.75,28.13,1308977,5456.54,-0.046383,-0.047493,0.01449,0.955,33.16,1.78,0.0601,0.0539,1.184,0.0134,65.9,-2.524,27.71,30.93,0.0373,0.29,0.0015,0.0073,20.79,0
2023-01-07,BGZR,Energie,LSE,USA,AAA,21.7,8038,135.92,138.42,133.24,133.66,945607,7172.02,-0.017356,-0.017509,0.02295,1.035,8.25,2.8,0.0276,0.1223,0.753,0.0239,6.8,4.9,131.5,144.81,0.0725,0.172,0.0476,0.0081,12.13,0
2021-12-31,SKKW,Industrie,LSE,USA,CCC,10.1,631,25.9,25.93,25.52,25.82,13204844,822.39,0.000315,0.000315,0.01487,0.962,15.75,0.43,0.0987,0.0053,1.497,0.0022,24.8,0.337,26.84,21.9,0.0277,-0.388,0.0419,0.0451,32.42,0
2015-04-15,ENIC,Tech,NYSE,USA,BBB,29.5,24617,77.22,77.48,75.75,76.33,143754,30617.94,-0.003043,-0.003047,0.04582,1.45,3.0,3.68,0.1235,0.0418,1.409,0.0553,39.3,1.589,79.92,59.29,0.0396,0.136,0.029,0.0421,34.68,0
2019-07-05,RERU,Finance,EURONEXT,Canada,A,33.1,4883,95.76,102.53,95.5,102.49,770174,1833.33,0.068941,0.066668,0.01437,0.791,9.14,2.49,0.0916,-0.027,2.337,0.0126,62.3,-0.525,102.53,81.27,0.0536,0.059,-0.008,0.0376,9.37,0
2019-01-24,YTRD,Industrie,LSE,USA,A,18.7,997,50.73,51.53,50.24,51.19,881481,494.64,0.005356,0.005341,0.00949,0.966,7.97,4.9,0.2044,0.039,0.711,0.0099,64.8,-2.835,56.19,56.07,0.0681,0.046,-0.0015,0.0393,20.63,0
2021-08-14,SGZY,Energie,NASDAQ,UK,AA,22.0,3565,42.72,43.6,41.54,42.16,476106,2503.11,-0.011588,-0.011656,0.03277,0.981,27.44,0.66,0.3007,0.0407,0.753,0.0236,48.0,0.863,41.48,40.17,0.0506,-0.519,0.0291,0.046,32.29,0
2015-02-18,PDUT,Finance,TSX,Japon,B,12.3,2566,38.22,38.23,37.96,38.09,4638136,1297.72,-0.01008,-0.010132,0.01844,1.347,30.87,,0.3636,0.0576,1.958,0.0257,34.6,-4.654,39.03,36.91,0.0612,0.2,0.0239,0.0293,24.9,0
2020-01-11,PHBI,Tech,NYSE,USA,BB,25.6,440,69.14,69.59,67.55,69.04,4501716,242.62,-0.014339,-0.014443,0.02638,1.194,16.64,1.35,0.2084,0.0731,0.398,0.013,59.1,-2.136,69.9,81.11,0.0107,0.079,-0.0083,0.0115,28.34,0
2018-09-15,QDDE,Energie,NYSE,USA,BBB,1.1,650,30.36,30.53,29.41,29.88,11111736,976.09,-0.009695,-0.009742,0.03452,1.039,12.71,2.36,0.0274,0.1645,1.938,0.016,59.9,2.145,31.08,33.31,0.0407,0.178,0.001,0.0424,29.65,0
2021-10-27,UWBE,Energie,NYSE,Chine,B,19.5,4816,62.18,63.44,61.7,63.11,474311,2012.35,0.011331,0.011267,0.02575,0.999,8.22,0.3,0.1025,0.146,0.817,0.0087,45.2,2.587,62.8,66.82,0.0466,0.581,0.0344,0.0492,14.55,0
2020-05-19,BUEA,Energie,TSX,Japon,BB,24.2,248,20.69,21.07,20.58,20.64,4585873,453.9,0.000139,0.000139,0.03116,0.783,6.95,1.62,0.1158,0.071,0.525,0.0412,55.2,-0.214,20.22,20.24,0.0596,-0.055,-0.0012,0.0067,7.61,0
2015-12-24,KFYV,Finance,EURONEXT,USA,AA,15.2,58,26.94,27.4,26.9,26.93,830261,114.09,0.002969,0.002965,0.02536,0.982,17.88,1.61,0.0851,0.0612,0.573,0.0272,52.6,-1.732,26.21,26.45,0.059,-0.446,0.0429,0.0438,15.71,0
2023-11-20,AUVZ,Finance,NYSE,UK,A,17.9,1127,19.5,20.22,19.14,19.97,993685,1459.94,0.025265,0.024951,0.03473,1.082,31.82,3.31,0.1618,0.0561,1.002,0.0256,8.5,2.355,20.69,20.36,0.0523,0.814,0.0346,0.0073,27.51,0
2016-10-22,FEGR,Sante,NASDAQ,Allemagne,AA,8.2,1700,44.32,44.47,43.6,44.16,628417,1384.85,-0.00255,-0.002553,0.00916,0.783,4.07,0.78,0.1784,0.0171,2.115,0.0105,70.7,0.388,43.94,46.76,0.0423,-0.519,0.0494,0.0147,14.95,0
2016-04-20,NMUM,Industrie,NASDAQ,Canada,B,2.3,1793,54.26,55.25,53.98,54.99,1496284,1387.17,0.017128,0.016983,0.02746,1.005,9.3,3.37,0.2141,0.0262,1.919,0.0293,26.1,2.385,48.98,35.53,0.0378,-0.728,0.0509,0.0373,14.49,0
2015-06-08,ASMT,Sante,LSE,Chine,A,13.1,182,20.09,20.21,20.07,20.14,616620,142.2,0.004337,0.004327,0.0141,0.952,21.76,5.12,0.1253,0.0261,2.137,0.0255,46.8,-2.29,21.16,21.38,0.0762,0.129,0.033,0.0402,10.59,0
2020-01-20,CMPN,Sante,NASDAQ,USA,BBB,25.8,3698,54.99,57.08,54.53,56.09,231524,3085.68,0.017557,0.017405,0.01517,0.668,39.06,1.63,0.1646,0.014,2.622,0.0003,75.9,2.915,54.74,58.77,0.0315,0.262,-0.0019,0.0109,19.54,0
2020-12-10,KUVN,Consommation,NYSE,USA,BB,19.4,820,43.59,44.78,43.3,44.44,9436196,1121.46,0.017317,0.017168,0.02009,0.72,25.38,3.95,-0.0332,0.0647,0.651,0.0227,49.4,3.642,41.56,43.86,0.0475,0.301,0.0156,0.0137,4.68,0
2018-11-15,AMTU,Tech,NYSE,USA,B,19.9,337,30.77,30.98,29.37,29.58,5399353,207.35,-0.035262,-0.035899,0.04481,1.382,31.04,1.5,0.1274,0.0774,0.835,0.0133,48.0,-2.902,28.58,25.8,0.0129,0.169,0.0006,0.0461,14.89,0
2021-03-03,DHOU,Finance,NASDAQ,USA,B,18.3,2017,38.88,38.99,38.62,38.94,142387,1943.98,0.014303,0.014201,0.03205,1.097,15.92,0.42,0.2069,0.1031,2.2,0.0213,67.9,1.971,38.94,33.0,0.0743,-0.305,0.0142,0.0231,22.09,0
2021-01-03,HWDK,Tech,NYSE,Japon,BBB,35.1,12927,115.24,115.49,113.9,113.93,214934,8896.5,0.003054,0.003049,0.01229,0.961,22.24,4.4,0.032,0.0798,1.129,0.0324,62.2,-3.649,120.3,108.86,0.0646,-0.096,0.0142,0.0202,2.69,0
2015-10-12,QEYN,Finance,TSX,Japon,B,34.0,1008,18.33,18.37,17.9,18.05,2887288,712.71,-0.02342,-0.023698,0.02584,1.248,27.38,1.22,0.2625,0.1665,0.826,0.0134,66.2,2.227,17.99,16.85,0.0526,-0.113,0.0394,0.0491,20.44,0
2018-10-15,NEAL,Industrie,TSX,Chine,A,33.5,7497,24.96,25.04,24.77,24.78,3252945,5386.85,-0.005986,-0.006004,0.01108,0.869,43.68,3.56,0.0716,0.0998,1.042,0.0047,48.0,-1.046,25.26,22.7,0.0484,-0.376,0.0036,0.0504,28.14,0
2022-04-28,GPEX,Finance,NASDAQ,France,BBB,17.7,1089,58.21,59.29,58.06,59.22,449922,871.02,0.007593,0.007565,0.02706,0.996,14.6,3.96,-0.0415,0.0866,0.549,0.0257,40.4,-2.934,61.23,56.69,0.0548,0.362,0.0402,0.0413,2.96,0
2020-01-09,RIDV,Industrie,EURONEXT,USA,BBB,5.8,6494,58.91,59.41,56.17,56.52,1239716,6229.47,-0.034957,-0.035582,0.02256,0.978,20.05,4.6,0.0524,0.1017,0.007,0.046,24.6,-1.236,55.11,55.86,0.0356,0.185,-0.0114,0.0142,20.67,0
2020-02-17,IXKV,Tech,NYSE,UK,BB,10.8,813,41.96,42.04,40.23,41.04,320577,986.05,-0.030872,-0.031359,0.01776,1.351,29.8,3.27,0.0686,0.0763,0.859,0.0183,65.0,-1.379,38.33,45.09,0.0711,0.602,-0.0069,0.0094,9.26,0
2018-11-26,SDEO,Energie,NYSE,USA,BBB,29.0,853,20.34,20.47,19.89,20.19,331269,570.57,-0.002269,-0.002272,0.01337,1.063,3.0,2.91,0.1668,-0.0045,1.671,0.0273,40.5,1.657,18.97,21.0,0.0352,0.607,-0.0007,0.0452,7.46,0
2022-11-18,RGYE,Finance,NYSE,Japon,BB,5.9,1262,44.03,45.42,43.82,44.93,45638,774.32,0.018019,0.017858,0.03175,1.097,13.54,3.63,0.1543,0.0134,2.786,0.022,41.7,3.734,43.22,40.63,0.048,-0.2,0.0484,0.024,11.81,0
2019-01-05,MZLL,Tech,NASDAQ,Allemagne,BB,31.8,2786,44.45,46.96,44.43,46.34,4300275,1291.99,0.043622,0.042697,0.02607,1.458,22.25,1.96,0.1352,0.0171,2.309,0.0096,66.9,-1.632,43.6,51.04,0.054,1.0,-0.002,0.0457,32.92,0
2015-06-08,KFTG,Finance,NYSE,Canada,AA,6.1,1552,46.46,46.83,45.87,46.5,552858,1281.54,0.001734,0.001732,0.02059,1.089,30.01,3.88,0.3717,0.0945,0.239,0.0256,56.9,1.312,46.78,50.87,0.0153,-0.345,0.0322,0.0437,33.6,0
2020-09-11,FTFW,Sante,EURONEXT,Japon,A,19.1,7377,97.68,101.74,97.23,101.71,1234451,16410.37,0.036613,0.035959,0.01326,0.782,10.44,3.64,,0.0783,3.146,0.0441,59.2,0.802,105.6,114.34,0.0432,-0.191,0.0029,0.0068,28.54,0
2020-08-30,ZGSA,Energie,EURONEXT,UK,A,14.0,3246,41.19,43.15,41.14,42.44,1553220,3152.4,0.022879,0.022621,0.02527,0.92,9.68,1.39,0.1114,0.0671,1.646,0.0134,59.1,5.277,43.11,46.29,0.0548,-0.312,0.0059,0.0085,10.9,0
2023-07-10,ATGD,Consommation,TSX,Chine,BBB,22.5,996,11.01,11.04,10.92,11.02,652837,680.71,0.006482,0.006462,0.02062,0.852,27.14,2.66,0.085,-0.0427,2.208,0.0082,32.2,2.754,11.01,10.63,0.0473,0.682,0.0438,0.0032,26.87,0
2016-03-24,QOGQ,Industrie,LSE,Japon,AA,4.0,2112,85.7,87.41,84.8,86.97,3761856,3486.7,0.014922,0.014812,0.02781,0.7,24.11,2.5,0.1682,0.0293,0.639,0.0043,37.9,1.047,87.27,83.93,0.0428,0.495,0.0471,0.039,17.73,0
2016-07-30,LEAN,Energie,NASDAQ,Chine,A,4.8,248,31.42,32.1,31.09,31.94,1082353,259.13,0.018933,0.018756,0.03362,1.066,30.2,1.92,0.0825,0.1327,1.515,0.0335,50.0,3.007,32.89,32.92,0.0248,-0.26,0.0491,0.0292,19.37,0
2015-07-06,MEUY,Industrie,NASDAQ,Canada,AA,31.9,255,7.51,7.62,7.51,7.55,974316,227.24,0.003356,0.00335,0.02966,0.853,43.13,2.31,,0.0726,0.566,0.0798,44.7,-2.307,7.28,7.38,0.049,0.356,0.0348,0.0504,25.1,0
